sentence1Text,sentence2Text,mergedText
The 10-year-old was shot on the night of May 29th while she was playing outside her First Street home.,"Last May, a stray bullet killed 10-year-old Kathina Thomas as she played on the front steps of her home on Albany's First Street",On the night of May 29th a stray bullet killed 10-year-old Kathina Thomas as she played on the front steps of her home on Albany 's First Street
"The politicians are among 59 people held hostage by the FARC, including 22 politicians, 34 military personnel and police officers and three US nationals.",The trio remain in captivity despite a five-million-dollar US reward for information leading to their release and an August offer from Colombian President Alvaro Uribe to swap 50 imprisoned rebels for their freedom along with that of 22 politicians and 34 soldiers and police officers held by the FARC.,"The trio remain in captivity despite a five-million-dollar US reward for information leading to their release and an August offer from Colombian President Alvaro Uribe to swap 50 imprisoned rebels for their freedom along with that of 59 people including 22 politicians, three US nationals and 34 soldiers and police officers held by the FARC."
"That afternoon, prosecutors dropped Marion county charges and the penalties against Lafave remained those in the Hillsborough agreement.","Therefore, LaFave will live under the plea deal reached in Hillsborough County of three years house arrest and seven years probation.","That afternoon, prosecutors dropped Marion county charges and the penalties against Lafave remained those in the Hillsborough county plea deal, in which LaFave will live under three years house arrest and seven years probation."
"The 33-year-old hard partying actress finally decided to put an end to her drinking days and get help for her addictions, although her publicist refused to disclose the real reason why Reid checked into rehab.","After telling People in October that she didn't ``need to do any of that anymore,'' ``American Pie'' actress and former travel reporter Tara Reid checked into Promises Treatment Center on Friday for an unspecified problem.","The 33-year-old hard partying ``American Pie'' actress and former travel reporter Tara Reid finally decided to put an end to her drinking days and get help for her addictions, telling People in October that she didn't ``need to do any of that anymore,'', although her publicist refused to disclose the real reason why Reid checked into rehab at Promises Treatment Center on Friday."
"The headline encapsulates the two-fold nature of the piece: recounting the ""most definitive account"" (verified by a number of sources, including other SEALS) ""of those crucial few seconds"" in which the Shooter put three bullets into bin Laden's head; and tackling this incongruity: ""that a man with hundreds of successful war missions, one of the most decorated combat veterans of our age, who capped his [16-year] career by terminating bin Laden, has no landing pad in civilian life.""","But a series of confidential conversations, detailed descriptions of mission debriefs, and other evidence make it clear: The Shooter's is the most definitive account of those crucial few seconds, and his account, corroborated by multiple sources, establishes him as the last man to see Osama bin Laden alive.","The headline encapsulates the two-fold nature of the piece: recounting the ""most definitive account"" of those crucial few seconds where The Shooter was the last man to see Osama bi Laden alive (verified by a number of sources, including a series of confidential conversations, detailed descriptions of mission debriefs, and other evidence from SEALS) ""of those crucial few seconds"" in which the Shooter put three bullets into bin Laden's head; and tackling this incongruity: ""that a man with hundreds of successful war missions, one of the most decorated combat veterans of our age, who capped his [16-year] career by terminating bin Laden, has no landing pad in civilian life."""
"On May 23, 2005 sports newspaper L'Equip reported Armstrong illegally used erythropoietin for the 1999 Tour de France, based on urine samples examined outside World Anti-Doping Agency protocols, but linked to Armstrong by L'Equip, in violation of WADA anonymity rules.",The newspaper reported that a laboratory outside Paris had tested the frozen Tour de France urine samples and that documents link six of the positive tests to Armstrong.,"On May 23, 2005 sports newspaper L'Equip reported Armstrong illegally used erythropoietin for the 1999 Tour de France, based on frozen urine samples examined by a laboratory outside Paris outside World Anti-Doping Agency protocols, but linked to Armstrong by L'Equip using documents linking six of the positive tests to him, in violation of WADA anonymity rules."
Internet and telephone communications between the Middle East and Europe were disrupted after three submarine cables between Italy and Egypt in the Mediterranean Sea were damaged.,"Millions of web users across the Middle East are struggling to get online after damage to undersea cables connecting Europe, Africa and Asia took down a major route for internet traffic.","Internet and telephone communications between the Middle East and Europe were disrupted, affecting millions of web users, after three submarine cables between Italy and Egypt in the Mediterranean Sea which connect Europe, Africa and Asia were damaged, taking down a major route for internet traffic."
"Now, the government is planning to restrict tourist's access to temples and shrines, per Coconuts, which notes that Bali is known as the ""island of 1,000 temples.""","Prompting the provincial government's move to regulate tourists' entry to temples are a number of incidents in recent years where foreigners have gone viral, inappropriately posing in photos and videos at temples.","Now, the provincial government is planning to restrict tourist's access to temples and shrines, per Coconuts, which notes that Bali is known as the ""island of 1,000 temples"", after a number of incidents in recent years where foreigners have gone viral, inappropriately posing in photos and videos at temples."
"The mile-long, 36-metre-wide wide tunnel will be carved through the mountainous Stad Peninsula, enabling ships to bypass the stormy Stadhavet Sea, which was intimidating even to the Vikings.","There are still many pieces of the puzzle that needs to be put into place before construction can start, but we have previously stated that the actual construction could be at the earliest in 2019, says project manager for Stad ship tunnel at NCA, Terje Andreassen.","There are still many pieces of the puzzle that needs to be put into place before construction can start on the mile-long, 36-metre-wide tunnel to be carved through the mountainous Stad Peninsula, enabling ships to bypass the stormy Stadhavet Sea, which was intimidating even to the Vikings, but we have previously stated that the actual construction could be at the earliest in 2019, says project manager for Stad ship tunnel at NCA, Terje Andreassen."
"While Microsoft claims that it has received reports of attacks aimed at Internet Explorer 8 and 9, it appears that the security flaw affects all the other versions of the browser.","Microsoft has just released a new security update for Internet Explorer in order to patch a flaw affecting all versions of the company’s in-house browser, including IE11 on Windows 8.1 RTM.","After reports of attacks aimed at Internet Explorer 8 and 9, Microsoft has just released a new security update for Internet Explorer in order to patch a flaw affecting all versions of the company’s in-house browser, including IE11 on Windows 8.1 RTM."
"Combined with the repurchase program, Apple said it will likely utilize $45 billion of its domestic cash through 2015.",The $45 billion Apple anticipates spending will be less than a third of the cash it will bring in over the next three years.,"Combined with the repurchase program, Apple said it will likely utilize $45 billion of its domestic cash through 2015, less than a third of the cash it will bring in over the next three years."
"He was found dead, reportedly of natural causes, in his room at the Sun Tan Motel Tuesday morning, officials said.",Coroner Gary Hargrove said he believes that Mr. LaRue died Saturday.,"Mr. LaRue was found dead, reportedly of natural causes, in his room at the Sun Tan Motel Tuesday morning, officials said, and coroner Gary Hargrove believes that he died Saturday."
"Pets are sent to smaller shelters, foster homes, and prisons for longer-term care.","Animals have been sent from the Lamar-Dixon shelter and another at Louisiana State University to smaller shelters, foster homes and even prisons across the country to await reunions or adoption.","Pets have been sent from the Lamar-Dixon shelter and another at Louisiana State University to smaller shelters, foster homes and even prisons across the country to await reunions or adoption."
"British crews, who arrived some hours earlier at the remote Kamchatka Peninsula, were working with Russian naval authorities to maneuver the Super Scorpio unmanned robotic vehicle and untangle the AS-28, which was caught up by a military listening antenna 190 meters (625 feet) below the surface nearly three days ago.",A Russian mini-submarine that was trapped for nearly three days under the Pacific Ocean surfaced Sunday with all seven people aboard alive after a British remote-controlled vehicle cut away the undersea cables that had snarled it.,"The AS-28, a Russian mini-submarine that was trapped for nearly three days under the Pacific Ocean, surfaced Sunday with all seven people aboard alive after a British Super Scorpio remote-controlled vehicle, working with Russian naval authorities, cut away the undersea military listening antenna cables that had snarled it 190 meters (625 feet) below the surface nearly three days ago at the remote Kamchatka Peninsula,."
"The Canadian military assured that the group was safe-even though the ice floe was starting to deteriorate-but it was in an area so remote rescue was difficult; at least two attempts by the Royal Canadian Air Force had to be abandoned, NBC News reports.",High winds and fog had forced the Royal Canadian Air Force to abandon at least two attempts to pick up the 10 tourists and 10 guides from the three-mile long piece of ice shelf in the remote Nunavut territory.,"The Canadian military assured that the group of 10 tourists and 10 guides was safe-even though the three-mile long ice floe in the remote Nunavut territory was starting to deteriorate-but it was in an area so remote rescue was difficult; at least two attempts by the Royal Canadian Air Force had to be abandoned due to high winds and fog, NBC News reports."
"Bangladesh's project to protect the Sundarbans, part of the world's largest remaining mangrove area, lost funding.","Malaysia made additional efforts for protection, Sri Lanka enacted laws for protection, Bangladesh sought unsuccessfully to obtain loans for forest protection, and Indonesia gave first priority to forest conservation.  ","Malaysia made additional efforts for protection, Sri Lanka enacted laws for protection, Bangladesh sought unsuccessfully to obtain loans for forest protection for the Sundarbans which is part of the world’s largest remaining mangrove area, and Indonesia gave first priority to forest conservation."
"""All sides agree on the need to extend the tax cuts for the middle class,"" the White House wrote in a statement.","Democrats want to extend tax rates for household income $250,000 and below for an additional year, while Republicans call for freezing all rates.","""All sides agree on the need to extend the tax cuts for the middle class,"" the White House wrote in a statement, but Democrats want to extend the cut rates for household income $250,000 and below for an additional year, while Republicans call for freezing all rates."
"Such activist organizations as Amnesty International and Human Rights Watch have criticized Turkey for bringing criminal charges against Pamuk and dozens of other writers and scholars for allegedly defaming ""Turkishness and Turkish national institutions,"" usually for making public remarks about historical events considered strictly taboo.","A Turkish court convened here Friday to try prominent Turkish author Orhan Pamuk on charges of insulting the Turkish nation, but it was not immediately clear whether the trial would proceed.","Such activist organizations as Amnesty International and Human Rights Watch have criticized Turkey for bringing criminal charges against Orhan Pamuk (though it was not immediately clear whether the trial would proceed) and dozens of other writers and scholars for allegedly defaming ""Turkishness and Turkish national institutions,"" usually for making public remarks about historical events considered strictly taboo."
"If the intent was murder, dioxin was a bad choice, though Yushchenko could suffer its effects for years.",French toxicologists wondered why dioxin was used because it is a slow killer.,"French toxicologists wondered why dioxin was used if the intent was murder, because as a slow killer it is a bad choice, though Yushchenko could suffer its effects for years."
"An advance text of his statement was provided to the committee, and in it Raines takes issue with the main conclusions of the report by the Office of Federal Housing Enterprise Oversight, which said that Fannie Mae misapplied accounting rules to manipulate earnings and maximize executive bonuses.","Breaking his public silence since a federal regulator issued a scathing report last month, Franklin D. Raines, the chairman and chief executive of Fannie Mae, is expected to tell lawmakers on Wednesday that his company properly applied accounting principles and never took steps to manipulate earnings or shade financial statements to enable top executives to receive large bonuses.","Breaking his public silence since Office of Federal Housing Enterprise Oversight issued a scathing report last month, Franklin D. Raines, the chairman and chief executive of Fannie Mae, is expected to take issue with the main conclusions of the report and tell lawmakers on Wednesday, based on an advance text of his statement that was provided to the committee, that his company properly applied accounting principles and never took steps to manipulate earnings or shade financial statements to enable top executives to maximize bonuses."
"The site manager at the Waitrose supermarket in Wellington that has been damaged by fire, says it will take a couple of days to assess how much work needs to be done.",A man has been charged on suspicion of arson following a fire that devastated a Somerset supermarket.,"The site manager at the Waitrose supermarket in Wellington, Somerset that has been damaged by fire, says it will take a couple of days to assess how much work needs to be done; a man has been charged on suspicion of arson."
Modern radiation therapy likely does not increase heart disease risk.,And advances in technology and techniques have now made radiation safe for breast-cancer patients.,"And advances in technology and techniques have now made modern radiation therapy safe for breast-cancer patients, as it likely does not increase heart disease risk."
"He referred to 2012 as the biggest election since 1860-""you know, when Abraham Lincoln got elected and the South began to secede over slavery,"" Walsh writes.","In the speech to Georgia Republicans where he tried out the ""food stamp president"" slur, Gingrich also told the bastion of the old Confederacy that 2012 would be the biggest election since 1860 -- you know, when Abraham Lincoln got elected and the South began to secede over slavery, commencing the Civil War.","In the speech to Georgia Republicans where he tried out the ""food stamp president"" slur, Gingrich also told the bastion of the old Confederacy that 2012 would be the biggest election since 1860 -- ""you know, when Abraham Lincoln got elected and the South began to secede over slavery"", commencing the Civil War, Walsh writes."
"Actress Lindsay Lohan finally checked into court-mandated rehab at the Betty Ford Center late Thursday, after hiring former lawyer Shawn Holley for help.","After she abruptly left a rehab facility in Newport Beach on Thursday, Lindsay Lohan has checked into the Betty Ford Center in Rancho Mirage.","After she abruptly left a rehab facility in Newport Beach on Thursday, Lindsay Lohan has checked into the Betty Ford Center in Rancho Mirage, hiring former lawyer Shawn Holley for help."
"In Saturday's semifinals, Creighton (25-7) will play No. 5 seed Indiana State, which defeated Evansville 51-50 on Friday.",The Bluejays will play Indiana State on Saturday.,"In Saturday's semifinals, Creighton Bluejays (25-7) will play No. 5 seed Indiana State, which defeated Evansville 51-50 on Friday."
"The European Union official overseeing Turkey's admission to the 25-nation bloc warned Thursday that Turkey's prosecution of a bestselling author for insulting ""Turkishness"" could damage the country's chances of joining the EU.","Such activist organizations as Amnesty International and Human Rights Watch have criticized Turkey for bringing criminal charges against Pamuk and dozens of other writers and scholars for allegedly defaming ""Turkishness and Turkish national institutions,"" usually for making public remarks about historical events considered strictly taboo.","Such activist organizations as Amnesty International and Human Rights Watch have criticized Turkey for bringing criminal charges against Pamuk, a bestselling author, and dozens of other writers and scholars for allegedly defaming ""Turkishness and Turkish national institutions,"" usually for making public remarks about historical events considered strictly taboo, and the European Union official overseeing Turkey's admission to the 25-nation bloc warned Thursday that Turkey's prosecution could damage the country's chances of joining the EU."
"""Despite every effort using the best science available the search has not been able to locate the aircraft,"" Malaysian, Australian and Chinese authorities said in a statement.","Next of kin were told in an emailed statement on Tuesday that Australian authorities' underwater search of 120,000 sq km in the southern Indian ocean had concluded without success after more than two years.","Next of kin were told in an emailed statement from Malaysian, Australian and Chinese authorities on Tuesday that ""Despite every effort using the best science available"" the Australian authorities' underwater search of 120,000 sq km in the southern Indian ocean had not been able to locate the aircraft after more than two years."
"Instead, the son of a Chicago police officer was shot dead.",Chicago Police are investigating whether an officer's 19-year-old son was shot and killed over the weekend as part of a gang initiation.,Chicago Police are investigating whether an officer's 19-year-old son was shot and killed over the weekend as part of a gang initiation.
Brazil's health ministry said on Nov. 28 that it had found the Zika virus in a baby with microcephaly - a rare condition in which infants are born with shrunken skulls - during an autopsy after the child died.,"That's the message for would-be parents, especially in the country's northeast, after officials linked a mosquito-borne virus called Zika to a surge in newborn microcephaly , a neurological disorder that can result in incomplete brain development.","Brazil's health ministry said on Nov. 28 that it had found the mosquito-borne Zika virus in the northeast, in a baby with microcephaly - a rare condition in which infants are born with shrunken skulls and that can result in incomplete brain development- during an autopsy after the child died."
"""One option we give people to express themselves is to add a feeling to their posts.","There are over a hundred emotions, including ""drained,"" ""annoyed"" and ""fabulous.""","""One option we give people to express themselves is to add a feeling to their posts"" from over a hundred emotions, including ""drained,"" ""annoyed"" and ""fabulous."""
"Possible A380 air turbulence problems potentially requiring ICAO rule-making, a wing load test failure and passenger injuries during a simulated evacuation did not slow deliveries.","A wing ruptured during a February 2006 stress test but the plane qualified in emergency evacuation, an important step towards certification.","Possible A380 air turbulence problems potentially requiring ICAO rule-making, a wing load test failure in February 2006, and passenger injuries during a simulated evacuation did not slow deliveries, nor did it prevent the plane from qualifying plane in emergency evacuation, an important step towards certification."
"JCF Capital, which bought the 65-story hotel and condo complex earlier this year, has paid the Trump Organization to exit its management contracts and remove the Trump name from the building.",The Trump Organization has agreed to sell the management contracts for the Trump International Hotel and Tower Toronto to JCF Capital.,"JCF Capital, which bought the 65-story hotel and condo complex earlier this year, has paid the Trump Organization to exit its management contracts for the Trump International Hotel and Tower Toronto and remove the Trump name from the building."
Most states are looking at limited bans because it is unclear _ and a bone of contention with the telecommunications industry _ whether cell phone use while driving can be tied to more accidents.,"This year, 38 states tried to pass legislation restricting cell phones, most focusing on younger drivers and driving while distracted.","This year, 38 states tried to pass legislation restricting cell phones, most focusing on younger drivers and driving while distracted because it is unclear - and a bone of contention with the telecommunications industry - whether cell phone use while driving can be tied to more accidents.."
Government regulators are now implementing an ecosystem-based management plan.,"Federal regulators are testing 'ecosystem-based management' of resources in the Bay, primarily the striped bass and Atlantic menhaden.","Federal regulators are testing 'ecosystem-based management' of resources in the Bay, primarily the striped bass and Atlantic menhaden."
"In March 2006, Nigeria offered to return Taylor to Liberia for trial, but Liberia didn't want him so he remained in his luxury villa.","Nigeria's President Olusegun Obasanjo had on Saturday raised the hopes of international prosecutors that Taylor might soon be brought to court, when his government said Liberia was free to take the war crimes suspect ""into custody"".","In March 2006, Nigeria's President Olusegun Obasanjo raised the hopes of international prosecutors that Taylor might soon be brought to court when his government said Liberia was free to take the war crimes suspect ""into custody"", but Liberia didn't want him so he remained in his luxury villa."
"Among other things, the complaint alleges that prosecutors presented an outdated statute for grand jurors to consider and witness testimony that they knew to be false, released grand jury transcripts without the consent of the state or federal government, erred in delaying the announcement of the decision until 8 p.m. on Nov. 24 and skewed the presentation of evidence and testimony to favor Wilson.","The grand juror, referred to only as ""Grand Juror Doe"" in the lawsuit, takes issue with how McCulloch characterized the case.","Among other things, the complaint by the grand juror, referred to only as ""Grand Juror Doe"" in the lawsuit, alleges that prosecutors presented an outdated statute for grand jurors to consider and witness testimony that they knew to be false, released grand jury transcripts without the consent of the state or federal government, erred in delaying the announcement of the decision until 8 p.m. on Nov. 24 and that McCulloch skewed the presentation of evidence and testimony to favor Wilson."
"A 59-year-old former home security company worker accused of being the notorious ""BTK"" serial killer was charged here on Tuesday with 10 counts of murder in connection with a case which baffled Kansas police for three decades.","Dennis Rader, 59, answered ""yes, sir"" when asked by district court Judge Gregory Waller if he understood the 10 charges of first-degree murder against him.","Dennis Rader, a 59-year-old former home security company worker accused of being the notorious ""BTK"" serial killer was charged here on Tuesday with 10 counts of first-degree murder in connection with a case which baffled Kansas police for three decades and answered ""yes, sir"" when asked by district court Judge Gregory Waller if he understood the charges against him."
"Both men were released without charge, upon which they crossed into Cambodia yesterday, police said.","The two American tourists who fled Thailand after allegedly trying to post body parts to Las Vegas are film-makers who served time in prison for producing a show that paid homeless men to fight each other, it has been revealed.","The two American tourists who fled Thailand and crossed into Cambodia after allegedly trying to post body parts to Las Vegas, for which they were released without charge, are film-makers who served time in prison for producing a show that paid homeless men to fight each other, it has been revealed."
He is expected to testify that he was too involved with national security issues to recall minor events such as conversations with reporters.,Libby's lawyers have said they plan to argue that Libby was so preoccupied with other pressing issues -- such as those discussed at the top-secret morning briefings -- that he simply forgot conversations he had with reporters and government officials about CIA officer Valerie Plame.,"Libby's lawyers have said they plan to argue, and Libby is expected to testify, that he was so preoccupied with other pressing issues -- such as those discussed at the top-secret morning briefings -- that he simply forgot minor events such as conversations he had with reporters and government officials about CIA officer Valerie Plame."
"The National Weather Service wasn't all that hopeful, issuing a flood warning yesterday afternoon as rain began to fall, as well as a high wind warning.",The weekend offered the Buffalo region a chance to dig out of record levels of deep snow before a flood warning took effect because of rising temperatures and rain.,"The National Weather Service wasn't all that hopeful that weekend offered the Buffalo region a chance to dig out of record levels of deep snow, issuing a flood warning yesterday afternoon as rain began to fall, as well as a high wind warning."
"The European Union official overseeing Turkey's admission to the 25-nation bloc warned Thursday that Turkey's prosecution of a bestselling author for insulting ""Turkishness"" could damage the country's chances of joining the EU.",The European Union said on Thursday that the trial of a leading Turkish novelist accused of insulting his country was a litmus test for Turkey's commitment to freedom of speech.,"The European Union official overseeing Turkey's admission to the 25-nation bloc warned Thursday that Turkey's prosecution of a bestselling Turkish author for insulting ""Turkishness"" could damage the country's chances of joining the EU as it was a litmus test for Turkey’s commitment to freedom of speech."
"""We want a policy to say that local, state and federal responders should actively assist animal rescue,"" he said.","As thousands of animals remain stranded in hurricane-ravaged Louisiana, trapped in homes or roaming evacuated streets, the head of the Humane Society complained Friday that authorities have ignored pleas to set a policy for animal rescues.","As thousands of animals remain stranded in hurricane-ravaged Louisiana, trapped in homes or roaming evacuated streets, the head of the Humane Society complained Friday that authorities have ignored pleas to set a policy for animal rescues: “We want a policy to say that local, state and federal responders should actively assist animal rescue,” he said."
Police officers investigate the scene of an alleged ambush where one deputy was killed and four other wounded along with two civilians at the Copper Canyon Apartment complex in Highlands Ranch.,A gunman killed one Douglas County deputy and wounded four others during an early morning ambush as they responded to a domestic disturbance call at a Highlands Ranch apartment complex.,"A gunman killed one Douglas County deputy and wounded four others along with two civilians during an early morning ambush as they responded to a domestic disturbance call at the Copper Canyon apartment complex in Highlands Ranch, with police officers investigating the scene."
"Planned Parenthood's newest legal battle with conservative Republicans is in Arizona, where it is suing to block a law defunding its health clinics because it also performs abortions.",Planned Parenthood is suing Arizona over a new state law barring the group from contracting with Medicaid because it provides abortions.,"Planned Parenthood's newest legal battle with conservative Republicans is in Arizona, where it is suing to block a new state law barring the group from contracting with Medicaid and defunding its health clinics because it also performs abortions."
"The crane mounted to a skyscraper under contruction split into pieces falling upon a 4-story-brownstone building, demolishing it.","On 15 March 2007 a giant crane separated from the side of a skyscraper under construction and smashed into a block of residential buildings, demolishing the buildings, killing four construction workers, and injuring 24 others.  ","On 15 March 2007 a giant crane separated from the side of a skyscraper under construction, split into pieces, and smashed into a block of residential buildings including a 4-story-brownstone building, demolishing the buildings, killing four construction workers, and injuring 24 others."
"The idea met with what the AP describes as ""terse 'no comments'"" from the teams.","Representatives from the three teams issued terse ""no comments.""","The idea met with what the AP describes as ""terse 'no comments'"" from the three teams."
"An unnamed spokesman for North Korea's Foreign Ministry, in rhetoric that closely mirrors past statements, denied any role in the breach of tens of thousands of confidential Sony emails and business files and accused the United States of ""groundlessly"" stirring up hostility toward Pyongyang.",The persistent and unilateral action taken by the White House to slap 'sanctions' against the DPRK patently proves that it is still not away from inveterate repugnancy and hostility towards the DPRK.,"An unnamed spokesman for North Korea's Foreign Ministry, in rhetoric that closely mirrors past statements, denied any role in the breach of tens of thousands of confidential Sony emails and business files and accused the United States of ""groundlessly"" stirring up hostility toward Pyongyang: the persistent and unilateral action taken by the White House to slap 'sanctions' against the DPRK patently proves that it is still not away from inveterate repugnancy towards the DPRK."
Illinois Democratic Sen. Barack Obama on Tuesday called for a troop reduction in Iraq and criticized the Bush administration for questioning the patriotism of people who speak out against the war.,"Obama said his criticism was aimed at Senate Majority Leader Bill Frist's remarks that the task force should study the issue; Obama said the matter needed action, not just talk.","Illinois Democratic Sen. Barack Obama on Tuesday called for a troop reduction in Iraq and criticized the Bush administration for questioning the patriotism of people who speak out against the war; his criticism was aimed at Senate Majority Leader Bill Frist's remarks that the task force should study the issue, saying the matter needed action, not just talk."
"Top-ranked North Carolina waited for Tyler Hansbrough to make history, then cruised to its latest lopsided victory.","Phil Ford's school mark of 2,290 points set in 1978 held strong amongst a plethora of talented Tar Heels over the years, but Hansbrough, who came back for his senior season after being crowned the National Player of the Year, moved into the top spot with a tough leaner in the lane with two Purple Aces defenders hanging on him with 7:42 left in the first half.","Top-ranked North Carolina Phil Ford 's school mark of 2,290 points set in 1978 held strong amongst a plethora of talented Tar Heels over the years , but Tyler Hansbrough , who came back for his senior season after being crowned the National Player of the Year , moved into the top spot with a tough leaner in the lane with two Purple Aces defenders hanging on him with 7:42 left in the first half ."
NIS' current chief admitted his agency's earlier bugging operations.,"On August 5 NIS released interim results from its ongoing investigation admitting it had taped influential figures as late as 2002, but not under President Roh's administration.","On August 5 NIS released interim results from its ongoing investigation with NIS' current chief admitting it had taped influential figures as late as 2002, but not under President Roh's administration."
"Fox, believing Rove had insider info, let him air his objections.","So Mr. Clemente, who was one floor up in the control room, decided with his team of producers to allow Mr. Rove to say on television what he was finding and hearing from the Romney campaign: that the numbers coming out of Ohio were not necessarily adding up to an Obama victory.","So Mr. Clemente, who was one floor up in the control room, decided with his team of Fox producers that Rove had insider info, to allow Mr. Rove to say on television what he was finding and hearing from the Romney campaign: that the numbers coming out of Ohio were not necessarily adding up to an Obama victory."
"The researchers note that the sharpest jump in prevalence-263% between 1995 and 2012-was among babies born to African-American women under the age of 20, though an increase was seen across every age and racial group, reports US News & World Report.","Gastroschisis prevalence increased 30% between the two periods, from 3.6 per 10,000 births during 1995-2005 to 4.9 per 10,000 births during 2006-2012 (prevalence ratio = 1.3, 95% confidence interval [CI]: 1.3-1.4), with the largest increase among black mothers aged <20 years (prevalence ratio = 2.0, 95% CI: 1.6-2.5).","The researchers note that gastroschisis prevalence increased 30% between the two periods, from 3.6 per 10,000 births during 1995-2005 to 4.9 per 10,000 births during 2006-2012 (prevalence ratio = 1.3, 95% confidence interval [CI]: 1.3-1.4), with the largest increase among African-American mothers aged <20 years (prevalence ratio = 2.0, 95% CI: 1.6-2.5), though an increase was seen across every age and racial group, reports US News & World Report."
His lauded keynote speech at the 2004 Democratic Convention kindled such star power he was recruited to stump in a dozen states for presidential nominee John Kerry.,"In the following weeks, he came to have such star power that he was recruited to stump for Democratic presidential nominee John Kerry and fellow congressional candidates.","In the following weeks, his lauded keynote speech at the 2004 Democratic Convention kindled such star power he was recruited to stump in a dozen states for presidential nominee John Kerry and fellow congressional candidates.."
"After analyzing cell phone calls made by 35 million people in 2007-intentionally chosen to predate widespread use of Facebook and smartphones-the team found people do seem to have, at least on average, four BFFs, 11 close friends, 30 acquaintances, and 129 ""others"" in their cohort.","More recently, Dunbar took this same logic and studied cellphone records made by 35 million people in 2007-before the rise of smartphones and social media-to judge the closeness of relationships by the number of shared phone calls.","More recently, Dunbar took this same logic, and after analyzing cell phone calls made by 35 million people in 2007-intentionally chosen to predate widespread use of Facebook and smartphones-the team found people do seem to have, at least on average, four BFFs, 11 close friends, 30 acquaintances, and 129 ""others"" in their cohort, judging the closeness of relationships by the number of shared phone calls."
"Kittles claims after Berru held her down on a couch and forced her to touch his penis, her band's manager told her to ""get over"" it.","@Amber_Coffman I told our ""manager"" at the time who said ""we are going to have to get over that arent we"" if I cared about my band.","Kittles claims after Berru held her down on a couch and forced her to touch his penis, she told her band's manager who said to her ""we are going to have to get over that arent we"" if she cared about her band."
"Libby was eventually indicted on five counts: 2 false statements, 1 obstruction of justice, 2 perjury.","Libby, 55, resigned as Cheney's top aide last week after he was indicted by a federal grand jury on charges that he lied about his role in the leaking of the name of an undercover CIA agent to journalists.","Libby, 55, resigned as Cheney's top aide last week after he was eventually indicted by a federal grand jury on five counts--2 false statements, 1 obstruction of justice, 2 perjury--when he lied about his role in the leaking of the name of an undercover CIA agent to journalists."
"By the end of the study, those in the experimental group had a four-fold increased likelihood of the ""conditioned eye movement response,"" which entailed squeezing their eyes a bit tighter in preparation for the air as they remained asleep.","Those exposed to a tone followed by a puff of air on their eyelids during sleep rapidly learned to squeeze their eyes tighter after hearing the sound, William P. Fifer, PhD, of Columbia University, and colleagues reported online in the Proceedings of the National Academy of Sciences.","By the end of the study, those in the experimental group, who were exposed to a tone followed by a puff of air on their eyelids during sleep rapidly learned, had a four-fold increased likelihood of the ""conditioned eye movement response,"" by which they rapidly learned to squeeze their eyes a bit tighter in preparation for the air after hearing the sound as they remained asleep, William P. Fifer, PhD, of Columbia University, and colleagues reported online in the Proceedings of the National Academy of Sciences."
"""(This) fraudster was probably watching house sales in the area, changed the locks on the doors and rented it out like it was her house,"" said McPhillips, who noted that despite the relative frequency of Bay Area rental hoaxes, this scam went further than any he's seen in South San Francisco.","According to police, the impostor landlord probably scouted out vacant homes in the area before breaking in and changing out the locks.","The impostor landlord probably scouted out vacant homes by watching house sales in the area, changed the locks on the doors and rented it out like it was her house, said police source McPhillips, who noted that despite the relative frequency of Bay Area rental hoaxes, this scam went further than any he's seen in South San Francisco."
"""Taking advantage of the WiFi service illegally or without the knowledge of other beneficiaries or providers is not allowed,"" was the stern mandate of Ali Al Hakami, a member of the Islamic religious council that advises the Saudi king.","""Taking advantage of the WiFi service illegally or without the knowledge of other beneficiaries or providers is not allowed,"" said Ali Al Hakami, a member of the high scholars' commission, a senior religious body which advises the Saudi king.","""Taking advantage of the WiFi service illegally or without the knowledge of other beneficiaries or providers is not allowed,"" was the stern mandate of Ali Al Hakami, a member of the high scholars' commission, a senior Islamic religious council which advises the Saudi king."
"He thinks they should be dismantled and charged with criminal wrongdoing, because it's time to ""put an end to too-big-to-fail, too-big-to-manage, and too-big-to-jail financial firms.""","Democratic presidential candidate Martin O'Malley is calling for breaking up the biggest U.S. banks, revamping the Federal Reserve and pursuing criminal cases against financial institutions that have broken the law.","Democratic presidential candidate Martin O'Malley is calling for breaking up the biggest U.S. banks, revamping the Federal Reserve and pursuing criminal cases against financial institutions that have broken the law, because it's time to ""put an end to too-big-to-fail, too-big-to-manage, and too-big-to-jail financial firms."""
A state in northeast India plans to set up power stations that run on bamboo to help meet the regions energy needs.,"Assam state will be the first in India to use the ""green"" power and one of the first places in the world to tap the energy potential of the fast-growing grass.","Assam state in the northeast will be the first in India to set up power stations that use ""green"" power to help meet the region's energy needs, and one of the first places in the world to tap the energy potential of fast-growing bamboo."
An hour after arrival he left for Sierra Leone aboard a UN helicopter.,"Former Liberian president and war crimes suspect Charles Taylor, captured in Nigeria, left Liberia for Sierra Leone aboard a United Nations helicopter on Wednesday afternoon, AFP correspondents at Monrovia airport said.","Former Liberian president and war crimes suspect Charles Taylor, captured in Nigeria, left Liberia an hour after arrival for Sierra Leone aboard a United Nations helicopter on Wednesday afternoon, AFP correspondents at Monrovia airport said."
